,Unnamed: 0,RDS2,RDS2.1,RDS2.2,RDS2.3,RDS2.4,RDS2.5,RDS2.6,RDS2.7,RDS2.8,RDS2.9,RDS2.10,RDS2.11,RDS2.12,RDS2.13,RDS2.14,RDS2.15,RDS2.16,RDS2.17,RDS2.18,RDS2.19,RDS2.20,RDS2.21,RDS2.22,RDS2.23,RDS2.24,RDS2.25,RDS2.26,RDS2.27,RDS2.28,RDS2.29,RDS2.30,RDS2.31,RDS2.32,RDS2.33,RDS2.34,RDS2.35,RDS2.36,RDS2.37,RDS2.38,RDS2.39,RDS2.40,RDS2.41,RDS2.42,RDS2.43,RDS2.44,RDS2.45,RDS2.46,RDS2.47,RDS2.48,RDS2.49,RDS2.50,RDS2.51,RDS2.52,RDS2.53,RDS2.54,RDS2.55,RDS2.56,RDS2.57,RDS2.58,RDS2.59,RDS2.60,RDS2.61,RDS2.62,RDS2.63,RDS2.64,RDS2.65,RDS2.66,RDS2.67,RDS2.68,RDS2.69,RDS2.70,RDS2.71,RDS2.72,RDS2.73,RDS2.74,RDS2.75,RDS2.76,RDS2.77,RDS2.78,RDS2.79,RDS2.80,RDS2.81,RDS2.82,RDS2.83,RDS2.84,RDS2.85,RDS2.86,RDS2.87,RDS2.88,RDS2.89,RDS2.90,RDS2.91
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,425.4202,443.7105,443.1929,443.4517,456.9138,457.1673,457.04055,450.908,450.7655,450.83675,80649.45,574.06,463171.0,433.6078,433.6508,433.6293,445.3401,447.4395,446.38980000000004,441.0367,441.2842,441.16044999999997,446.5396,446.1908,446.3652,443.805,444.2721,444.03855,451.8394,452.7911,452.31525,450.6544,449.9083,450.28135,459.3371,460.2429,459.79,453.0093,453.0771,453.04319999999996,462.3859,462.2393,462.3126,454.1273,455.771,454.94915000000003,461.1972,462.4846,461.84090000000003,452.4204,453.0199,452.72015,440.6006,450.6963,445.64845,289.2655,289.7469,289.50620000000004,113.09909999999999,113.2354,113.16725,284.9099,283.36940000000004,284.13965,114.622,114.4891,114.55555,276.0802,280.9773,278.52875,113.6439,113.6256,113.63475,278.45619999999997,276.8603,277.65825,113.3229,113.555,113.43895,111.01821467200273,111.0119624903534,111.03118988834645,7508.0,7770.0,1256.0,5879.0,1458.0,6660.0,111.15479248343924,111.7797755846965,111.17587152369761,111.85507246376811
7,,433.5269,445.9716,445.5484,445.76,459.0387,459.5955,459.3171,453.1098,453.1899,453.14985,65680.59,451.71,340821.0,435.7717,435.7427,435.7572,448.2259,450.4456,449.33575,443.1117,443.2314,443.17155,449.0301,448.4559,448.743,445.7625,446.3151,446.0388,453.8379,454.993,454.41544999999996,452.7477,452.0546,452.40115000000003,459.423,463.8799,461.65145,454.9068,455.051,454.97889999999995,463.5807,463.5145,463.5476,456.786,458.5094,457.6477,463.571,464.5205,464.04575,455.8254,456.3447,456.08505,441.9423,453.4414,447.69185,290.0342,290.5548,290.29449999999997,113.1864,113.2877,113.23705,285.6175,284.1414,284.87945,114.9534,114.8718,114.9126,276.1868,281.2942,278.7405,114.0754,113.9885,114.03195,278.3626,276.8995,277.63104999999996,113.7751,114.1392,113.95715,111.03655301066482,111.024006198816,111.062563876137,7533.0,7822.0,1560.0,5763.0,1839.0,6226.0,111.19523039611964,111.76151980598222,111.2240954480612,111.79302295422124
8,,433.4932,448.7322,448.3497,448.54094999999995,461.6944,462.2125,461.95345,455.8122,455.8969,455.85455,57605.81,444.98,334091.0,438.0898,438.1414,438.1156,451.4873,453.409,452.44815,445.7814,445.9039,445.84265000000005,451.856,451.2931,451.57455,448.4571,448.9973,448.72720000000004,456.5366,457.7232,457.1299,455.4624,454.6458,455.0541,462.2254,466.4475,464.33645,457.5934,457.7767,457.68505,466.0703,466.0918,466.08105,459.5607,461.2845,460.4226,466.2716,467.1475,466.70955,458.6093,459.1163,458.8628,444.445,456.7946,450.6198,289.4787,290.0075,289.7431,113.1629,113.2881,113.2255,285.084,283.6424,284.3632,114.9357,114.856,114.89585,275.25419999999997,280.7392,277.99670000000003,114.0767,113.9936,114.03515,277.87059999999997,276.416,277.1433,113.7818,114.1449,113.96335,111.0546582852381,111.03589684238048,111.09305160706735,7408.0,7724.0,1252.0,6087.0,1452.0,6562.0,111.15636562971083,111.81896669864328,111.17614606593985,111.84736634703796
9,,433.2775,448.8714,448.3975,448.63445,461.6218,462.1127,461.86725,455.8438,455.8709,455.85735,58607.76,435.75,324861.0,438.1738,438.1687,438.17125,451.9656,453.8744,452.91999999999996,445.8726,445.991,445.93179999999995,451.9264,451.2778,451.6021,448.5413,449.0789,448.8101,456.455,457.5496,457.0023,455.442,454.627,455.0345,461.8581,465.8404,463.84925,457.678,457.8561,457.76705000000004,465.8905,465.897,465.89374999999995,459.6514,461.3792,460.5153,466.1759,467.0572,466.61655,458.694,459.2089,458.95145,444.8046,456.2718,450.53819999999996,290.3663,290.87260000000003,290.61945000000003,113.184,113.3048,113.2444,285.9223,284.4839,285.2031,114.9671,114.8858,114.92645,276.1426,281.5702,278.8564,114.1187,114.0385,114.0786,278.6091,277.15880000000004,277.88395,113.832,114.1903,114.01115,111.07275642519642,111.04778280028482,111.12361392768138,7415.0,7721.0,1324.0,6021.0,1519.0,6493.0,111.16607338444688,111.80914567360351,111.1850197109067,111.83863337713535
10,,433.2159,449.2869,448.8494,449.06815,461.922,462.3909,462.15645,456.1976,456.2386,456.21810000000005,58300.33,433.44,322551.0,438.4265,438.5302,438.47835,452.3819,454.9395,453.6607,446.2707,446.3905,446.3306,452.3332,451.6659,451.99955,448.9619,449.4763,449.2191,456.7318,457.9181,457.32495,455.7677,454.9523,455.36,461.9015,465.7,463.80075,458.0944,458.2763,458.18534999999997,466.1486,466.0478,466.0982,460.0647,461.7915,460.9281,466.467,467.3503,466.90864999999997,459.1184,459.6292,459.3738,445.0197,456.5689,450.7943,290.5232,291.01210000000003,290.76765,113.201,113.3171,113.25905,286.0558,284.60720000000003,285.3315,115.0094,114.9364,114.9729,276.274,281.6526,278.9633,114.1672,114.0883,114.12775,278.66229999999996,277.1714,277.91685,113.8788,114.2299,114.05435,111.09080700105497,111.05963752045486,111.15401488305531,7403.0,7701.0,1334.0,6012.0,1526.0,6475.0,111.16771804717499,111.80924300603401,111.18642951251647,111.83847167325428
11,,432.7453,451.844,451.3487,451.59635000000003,464.4867,464.9433,464.71500000000003,458.734,458.7539,458.74395,59341.48,444.17,333281.0,440.131,440.1296,440.1303,454.6801,456.8417,455.7609,448.6096,448.7282,448.6689,454.9732,454.2579,454.61555,451.744,452.164,451.954,459.7049,460.7608,460.23285,458.733,457.7746,458.2538,465.1768,468.3832,466.78,460.5128,460.7147,460.61375,468.5502,468.453,468.5016,462.4965,464.223,463.35975,468.8989,469.7502,469.32455000000004,461.5416,462.0435,461.79255,447.3205,459.1564,453.23845,290.1441,290.6929,290.4185,113.2025,113.319,113.26075,285.6975,284.3032,285.00035,114.9936,114.9276,114.9606,275.70619999999997,281.36699999999996,278.5366,114.1362,114.0908,114.1135,278.3893,276.89639999999997,277.64285,113.8414,114.1845,114.01295,111.10878623076388,111.07144538402343,111.18467666946503,7381.0,7671.0,1330.0,5997.0,1520.0,6456.0,111.16767537826685,111.80962861072902,111.18637566137566,111.83928571428571
12,,433.4658,452.1904,451.6267,451.90855,464.7879,465.2764,465.03215,459.0338,459.0602,459.047,60200.97,446.3,335411.0,440.1581,440.159,440.15855,455.2455,457.813,456.52925,448.8743,448.992,448.93315,455.4948,454.7428,455.11879999999996,452.1986,452.539,452.36879999999996,460.2988,461.2394,460.7691,459.4777,458.2318,458.85475,466.0388,468.9458,467.4923,460.7169,460.9175,460.8172,468.5323,468.7043,468.6183,462.7637,464.4938,463.62874999999997,469.1765,469.8398,469.50815,461.8097,462.2958,462.05275,447.8045,459.9912,453.89785,290.52279999999996,291.06759999999997,290.7952,113.265,113.3342,113.2996,285.98720000000003,284.6068,285.297,115.0208,114.974,114.9974,275.9493,281.62260000000003,278.78595,114.1474,114.1123,114.12985,278.6374,277.1314,277.8844,113.8404,114.1839,114.01215,111.12700090276661,111.08340787437683,111.21605674736374,7485.0,7770.0,1278.0,6214.0,1460.0,6690.0,111.15825874694873,111.82763764578247,111.17613265439353,111.85898942420681
13,,465.5275,454.1055,453.5888,453.84715,466.3476,466.7724,466.56,460.7188,460.7164,460.7176,63677.88,459.75,348861.0,440.1283,440.1602,440.14425,456.2215,459.1309,457.6762,450.4415,450.7962,450.61885,458.2699,457.5342,457.90205000000003,454.5395,454.9292,454.73434999999995,463.536,464.5014,464.01869999999997,461.3837,459.9026,460.64315,468.7691,471.2125,469.9908,462.2006,462.1824,462.1915,470.1479,470.2615,470.2047,463.8129,465.804,464.80845,470.4471,471.265,470.85605,463.1907,463.5481,463.3694,449.391,461.8092,455.6001,290.5398,291.149,290.8444,113.3057,113.3872,113.34645,285.9853,284.6644,285.32484999999997,115.0222,114.9809,115.00155,275.84680000000003,281.65639999999996,278.7516,114.1287,114.1097,114.1192,278.6875,277.1914,277.93944999999997,113.8028,114.1567,113.97975,111.14675427339654,111.0963809054351,111.251169222988,8117.0,8417.0,1470.0,6592.0,1682.0,7095.0,111.16974768923308,111.8095178616038,111.18914038044787,111.84083794847099
14,,489.2567,456.6555,456.1715,456.4135,468.8313,469.0542,468.94275,463.15,463.0267,463.08835,67666.66,478.61,367721.0,439.832,439.8245,439.82825,455.9521,458.8247,457.3884,452.7322,453.3168,453.0245,462.0736,461.3367,461.70515,458.1989,458.8,458.49945,468.7212,469.7524,469.2368,464.2546,462.6269,463.44075,472.8751,474.4052,473.64014999999995,464.4294,464.2012,464.3153,472.5606,472.4132,472.4869,465.8009,467.7872,466.79404999999997,472.4338,473.4423,472.93805,465.3949,465.4638,465.42935,451.383,463.5015,457.44225,290.07050000000004,290.749,290.40975000000003,113.33070000000001,113.4698,113.40025,285.52340000000004,284.251,284.8872,114.9588,114.9047,114.93175,275.1921,281.305,278.24855,114.0562,114.0655,114.06085,278.3864,276.93600000000004,277.6612,113.7196,114.0778,113.8987,111.1682199516178,111.11047849492847,111.2904159850255,8816.0,9137.0,1639.0,7103.0,1877.0,7639.0,111.17553130384836,111.80321654221711,111.19565699091514,111.83403500997119
15,,489.6612,457.3546,456.8642,457.1094,469.6721,469.9434,469.80775,463.9212,463.8354,463.87829999999997,66684.47,483.34,372451.0,440.661,440.6642,440.6626,456.8716,459.4273,458.14945,453.3802,453.9288,453.6545,462.7615,461.8475,462.3045,458.9978,459.7459,459.37185,469.2732,470.5881,469.93065,465.2886,463.8062,464.5474,473.8147,475.0445,474.42960000000005,465.2972,465.3724,465.3348,473.288,473.4857,473.38685,466.8058,468.5694,467.6876,473.3031,474.0569,473.67999999999995,466.2795,466.3669,466.3232,452.4253,464.6274,458.52635,290.56759999999997,291.2817,290.92465,113.3037,113.5437,113.4237,286.06399999999996,284.79920000000004,285.4316,114.9191,114.871,114.89505,275.9407,281.89689999999996,278.9188,114.0586,114.0436,114.0511,278.9771,277.54560000000004,278.26135,113.7004,114.0632,113.8818,111.18934079011579,111.12434961084811,111.32807643038586,8674.0,8992.0,1612.0,6956.0,1846.0,7480.0,111.17528903421697,111.79936937989022,111.19536088278348,111.82974890215065
16,,490.0453,457.6842,457.1731,457.42864999999995,469.6523,469.9774,469.81485,464.0544,463.9899,464.02215,65707.14,480.74,369851.0,441.1244,441.1246,441.1245,457.3954,459.7527,458.57405,453.7831,454.2588,454.02094999999997,463.1564,462.1628,462.6596,459.405,460.0474,459.72619999999995,469.3452,470.6364,469.9908,465.5149,464.0265,464.77070000000003,473.8199,474.7875,474.30370000000005,465.3225,465.3927,465.3576,473.0393,473.2511,473.14520000000005,466.8345,468.7848,467.80965000000003,473.2253,474.0937,473.6595,466.3091,466.5865,466.44780000000003,452.3681,464.8145,458.59130000000005,290.3558,291.0655,290.71065,113.3209,113.614,113.46745,285.8278,284.5632,285.1955,114.9198,114.8765,114.89815,275.7152,281.65700000000004,278.6861,114.0622,114.0558,114.059,278.71360000000004,277.2763,277.99495,113.7249,114.0761,113.9005,111.21110612216553,111.13864399806764,111.36679544024364,8923.0,9263.0,1642.0,7222.0,1881.0,7767.0,111.17374035406264,111.80696777122107,111.19340034965035,111.83653846153847
17,,490.9149,458.8828,458.3803,458.63154999999995,470.8452,471.2425,471.04385,465.2405,465.2219,465.2312,67315.52,488.37,377481.0,441.7054,441.7189,441.71215,458.3488,460.5657,459.45725,454.7726,455.2661,455.01935000000003,464.7516,463.6874,464.21950000000004,460.7496,461.4646,461.1071,471.105,472.4553,471.78015000000005,466.718,465.4001,466.05905,475.3451,476.0834,475.71425,466.5022,466.5986,466.55039999999997,474.2979,474.5257,474.41179999999997,467.8333,469.786,468.80965000000003,474.0851,475.1262,474.60564999999997,467.5183,468.0017,467.76,453.4985,466.5481,460.02329999999995,290.54859999999996,291.2573,290.90295,113.2982,113.6236,113.4609,286.0331,284.7937,285.4134,114.9038,114.85,114.8769,275.7957,281.8795,278.8376,114.0295,114.0285,114.029,279.0217,277.58500000000004,278.30335,113.7137,114.0344,113.87405,111.23242672988252,111.15264631247138,111.40380780193762,8745.0,9076.0,1591.0,6992.0,1823.0,7520.0,111.17141533472319,111.79696548529071,111.19096486335751,111.82643614054658
18,,490.8598,458.9044,458.3643,458.63435000000004,470.706,471.0724,470.8892,465.1671,465.0972,465.13215,67332.77,490.81,379921.0,441.6913,441.6911,441.6912,458.4387,460.1755,459.3071,454.7062,455.2394,454.9728,464.989,463.9128,464.4509,460.7912,461.5044,461.14779999999996,471.3409,472.6265,471.9837,466.5233,465.3934,465.95835,475.1625,475.8832,475.52285,466.4984,466.4051,466.45175,474.2538,474.2572,474.2555,467.8317,469.7824,468.80705,473.9602,475.0004,474.4803,467.3292,467.8131,467.57115,453.2898,466.1973,459.74355,290.05719999999997,290.8025,290.42985,113.2566,113.6042,113.4304,285.5962,284.3385,284.96735,114.8755,114.8092,114.84235,275.5001,281.4576,278.47885,114.01820000000001,114.0193,114.01875,278.587,277.15840000000003,277.8727,113.7,114.0276,113.8638,111.25324077993709,111.16631594500473,111.44027691938572,8550.0,8863.0,1575.0,6822.0,1805.0,7338.0,111.1734802701742,111.79523640241734,111.19355575868373,111.82575411334552
19,,490.2929,459.0655,458.6367,458.8511,470.7404,471.1276,470.93399999999997,465.2209,465.2371,465.229,66874.63,458.45,347561.0,441.7112,441.7439,441.72755,458.9643,460.8725,459.9184,455.1771,455.3495,455.26329999999996,465.8595,464.698,465.27875,460.8116,461.5297,461.17065,471.6661,472.959,472.31255,466.5102,465.395,465.95259999999996,474.7848,476.3952,475.59000000000003,466.5029,466.3951,466.449,474.3065,474.2671,474.2868,467.8322,469.7838,468.808,474.1655,475.0083,474.5869,467.3114,467.7924,467.5519,453.6429,466.2056,459.92425000000003,289.4799,290.1592,289.81955,113.1835,113.5014,113.34245,285.0985,283.83820000000003,284.46835,114.7064,114.6583,114.68235,275.1144,281.10839999999996,278.1114,113.9106,113.903,113.9068,278.3751,276.9172,277.64615000000003,113.6022,113.9356,113.7689,111.27415471460114,111.18005117678011,111.47723137131607,8596.0,8905.0,1587.0,6858.0,1820.0,7376.0,111.17395403653506,111.79516794342958,111.19433704798726,111.82613145326359
20,,490.7613,459.7826,459.3053,459.54395,471.6607,472.0331,471.8469,466.021,466.008,466.0145,67205.17,432.81,321921.0,442.1425,441.8014,441.97195,459.5833,461.008,460.29565,456.0331,455.8697,455.95140000000004,467.0363,465.912,466.47415,461.6353,462.3662,462.00075,472.8636,474.189,473.5263,467.2769,466.1444,466.71065,475.0812,477.8828,476.48199999999997,467.4095,467.3029,467.3562,475.3826,475.2883,475.33545000000004,468.7653,470.7146,469.73995,475.3363,476.0462,475.69124999999997,468.0679,468.398,468.23295,454.4492,467.0603,460.75475,288.77959999999996,289.41700000000003,289.0983,113.1621,113.4462,113.30414999999999,284.43510000000003,283.19960000000003,283.81735000000003,114.5806,114.5482,114.5644,274.4782,280.55240000000003,277.5153,113.8231,113.7956,113.80935,277.92920000000004,276.49019999999996,277.2097,113.5217,113.8502,113.68595,111.2958724825511,111.19431432626533,111.51721417194562,8927.0,9243.0,1704.0,7119.0,1955.0,7657.0,111.1806941923775,111.79491833030853,111.20192728865528,111.8263250109505
21,,520.912,460.1891,459.4048,459.79695000000004,472.4699,472.8314,472.65065,466.6792,466.5077,466.59344999999996,69508.45,444.3,333411.0,442.8586,442.3894,442.624,459.6726,460.6349,460.15375,456.0538,455.6647,455.85925,466.2159,465.4935,465.8547,462.3845,462.9283,462.65639999999996,473.7158,474.9049,474.31034999999997,468.0966,466.9417,467.51915,475.5139,478.573,477.04345,468.2592,468.165,468.2121,476.2214,476.237,476.2292,469.6252,471.5753,470.60025,476.0586,476.8189,476.43875,468.9075,469.187,469.04725,455.1005,467.6572,461.37885,289.634,290.3052,289.9696,113.2849,113.5586,113.42175,285.1391,283.92629999999997,284.5327,114.7353,114.7427,114.739,274.8844,281.06129999999996,277.97285,113.9786,113.9479,113.96325,278.2923,276.8184,277.55535,113.6991,114.0156,113.85735,111.319188404253,111.2096270636233,111.56181742638252,9574.0,9915.0,1758.0,7655.0,2018.0,8231.0,111.17404628553312,111.79721018704427,111.19451244390045,111.828233374133
22,,545.4866999999999,461.5768,461.1255,461.35114999999996,474.5315,474.8444,474.68795,468.4706,468.3983,468.43444999999997,73055.64,471.71,360821.0,444.3804,444.3763,444.37835,460.65,462.057,461.3535,456.9966,457.3194,457.158,466.2473,466.911,466.57915,464.1068,464.6154,464.3611,475.4674,476.5319,475.99965,470.1447,468.9441,469.5444,477.8837,480.1561,479.0199,470.2555,470.1802,470.21785,478.2963,478.399,478.34765,471.6763,473.6267,472.65150000000006,477.9504,478.9125,478.43145000000004,470.9512,471.2328,471.092,457.0398,469.9092,463.47450000000003,290.5818,291.291,290.9364,113.4026,113.3603,113.38145,285.9465,284.7384,285.34245,114.9054,114.9233,114.91435,275.3954,281.7007,278.54805,114.10210000000001,114.0822,114.09215,278.77520000000004,277.30150000000003,278.03835000000004,113.7976,112.5684,113.18299999999999,111.34383136433814,111.22581133376848,111.60856070287012,10106.0,10473.0,1871.0,8034.0,2149.0,8642.0,111.17608804402201,111.79269634817409,111.19668017757189,111.82329666087628
23,,545.8229,462.6459,462.1743,462.4101,475.8899,476.2054,476.04765,469.706,469.6255,469.66575,72987.92,483.07,372181.0,445.7314,445.7322,445.7318,461.5947,463.2361,462.4154,458.0819,458.4464,458.26415,467.2259,467.7708,467.49835,465.3934,465.5666,465.48,476.2261,477.2136,476.71984999999995,471.4269,470.1939,470.81039999999996,479.5932,481.2066,480.3999,471.4988,471.4501,471.47445000000005,479.571,479.7729,479.67195000000004,473.0828,475.0335,474.05815,479.326,480.3575,479.84175000000005,472.3567,472.6384,472.49755,458.543,471.175,464.85900000000004,290.76800000000003,291.51300000000003,291.1405,113.4108,112.9715,113.19115,286.11940000000004,284.90369999999996,285.51155,114.9351,114.949,114.94205,276.06129999999996,281.821,278.94115,114.0878,114.0743,114.08105,278.8856,277.4238,278.1547,113.7861,110.8742,112.33015,111.36876922184182,111.24218927786636,111.65580894783955,10223.0,10597.0,1833.0,8192.0,2105.0,8809.0,111.17029272151899,111.79914952531645,111.19015830631318,111.8294869349609
24,,545.5952,462.3682,461.8208,462.09450000000004,475.8965,476.2381,476.0673,469.5886,469.4906,469.53959999999995,72111.09,484.16,373271.0,445.8455,445.8486,445.84704999999997,461.3556,463.2537,462.30465,457.8147,458.1392,457.97695,466.8705,467.3315,467.101,465.0732,465.1298,465.1015,475.6625,476.5462,476.10435,471.4248,470.1926,470.80870000000004,479.4266,481.3347,480.38065,471.4946,471.4488,471.4717,479.5112,479.7128,479.61199999999997,473.1624,475.1145,474.13845000000003,479.3578,480.3686,479.8632,472.4329,472.7108,472.57185000000004,458.1666,471.2732,464.7199,290.8594,291.60400000000004,291.2317,113.418,113.0961,113.25705,286.1988,284.99289999999996,285.59585,114.9562,114.9754,114.9658,275.77610000000004,281.8727,278.8244,114.0945,114.0839,114.0892,278.9423,277.4688,278.20555,113.8021,111.3652,112.58365,111.3936642716557,111.25853910800338,111.70254601307677,10208.0,10579.0,1772.0,8252.0,2032.0,8872.0,111.16450430821035,111.80627909279984,111.1835116545663,111.83693160106992
25,,544.572,462.5268,462.003,462.2649,475.871,476.224,476.0475,469.6548,469.5709,469.61285,71862.28,486.24,375351.0,446.2918,446.2881,446.28995,461.3862,463.7818,462.58399999999995,457.96,458.3356,458.14779999999996,467.0842,467.4762,467.28020000000004,465.1471,465.2726,465.20985,475.6602,476.5627,476.11145,471.4242,470.1943,470.80925,479.3811,481.3983,480.3897,471.4977,471.4487,471.4732,479.4637,479.4674,479.46555,473.1622,475.1142,474.1382,479.2729,480.2411,479.757,472.4323,472.7094,472.57085,457.6058,470.8232,464.2145,291.0487,291.853,291.45085,113.3531,113.6423,113.4977,286.4681,285.2208,285.84445,114.9554,114.9686,114.962,276.4581,282.0666,279.26234999999997,114.0847,114.08539999999999,114.08505,279.144,277.6738,278.4089,113.7945,113.9737,113.8841,111.41865207146411,111.27494985172228,111.75081237140421,10243.0,10618.0,1832.0,8250.0,2101.0,8872.0,111.16985787603632,111.8032964863798,111.18939754449414,111.83382506900162
26,,544.3117,462.2035,461.7255,461.96450000000004,475.8846,476.2309,476.05775,469.5155,469.4488,469.48215,72171.14,483.43,372541.0,446.2967,446.3,446.29835,460.8926,463.3021,462.09735,457.6923,458.0741,457.8832,466.6875,467.1351,466.9113,464.8848,464.9641,464.92445,475.3253,476.2581,475.7917,471.4258,470.1935,470.80965,479.4855,481.4776,480.48154999999997,471.5017,471.4509,471.47630000000004,479.5092,479.6992,479.6042,473.1622,475.1143,474.13824999999997,479.2258,480.1851,479.70545,472.4378,472.7168,472.5773,457.7989,470.8311,464.315,291.2495,292.0076,291.62855,113.4117,113.6083,113.51,286.6379,285.39369999999997,286.0158,114.9447,114.9617,114.9532,276.6472,282.2285,279.43785,114.0585,114.0746,114.06655,279.3472,277.8712,278.6092,113.7792,113.9486,113.8639,111.44336875590389,111.29118254035563,111.79992109256163,10130.0,10504.0,1910.0,8070.0,2191.0,8678.0,111.17955883820741,111.79439065775027,111.20013470605215,111.8243048205523
27,,544.5002,461.8638,461.4081,461.63595,475.8972,476.1797,476.03845,469.3694,469.2771,469.32325000000003,71634.84,484.76,373871.0,446.2867,446.2852,446.28594999999996,460.405,462.611,461.508,457.3193,457.7401,457.5297,466.2195,466.6784,466.44894999999997,464.5418,464.5486,464.5452,474.9488,475.9724,475.4606,471.4269,470.1947,470.8108,479.9189,481.3192,480.61905,471.5032,471.444,471.47360000000003,479.521,479.6095,479.56525,473.1617,475.1132,474.13745,479.2386,480.2275,479.73305000000005,472.4321,472.7198,472.57595000000003,458.3851,471.1417,464.76340000000005,291.0974,291.8058,291.4516,113.4065,113.5974,113.50195,286.4625,285.2298,285.84615,114.9757,114.9918,114.98375,276.13509999999997,282.08349999999996,279.10929999999996,114.0754,114.0946,114.085,279.145,277.6989,278.42195000000004,113.7793,113.9194,113.84935,111.46803787624393,111.30738399125468,111.8494735426753,10110.0,10484.0,1852.0,8113.0,2124.0,8724.0,111.17411741174118,111.8002800280028,111.19406150583245,111.83032873807
28,,545.4156,462.2995,461.7038,462.00165000000004,476.2132,476.5183,476.36575,469.7441,469.6007,469.67240000000004,71691.04,486.39,375501.0,446.8464,446.8851,446.86575000000005,460.9729,464.1632,462.56804999999997,457.7268,458.0706,457.8987,466.5398,466.8004,466.67010000000005,464.9939,464.7386,464.86625000000004,475.3524,475.9895,475.67095,471.7469,470.5062,471.12654999999995,479.9597,481.4922,480.72595,471.8288,471.7769,471.80285000000003,479.8427,479.8716,479.85715,473.4616,475.4713,474.46645,479.5181,480.6645,480.0913,472.7363,473.1073,472.9218,459.1405,470.702,464.92125,291.5328,292.2205,291.87665,113.4181,113.5994,113.50875,286.8499,285.6078,286.22884999999997,115.0017,115.0269,115.0143,276.25419999999997,282.4676,279.3609,114.1032,114.1199,114.11155,279.471,278.0091,278.74005,113.7985,113.9531,113.8758,111.49231459276093,111.32332773084569,111.89878999968418,9955.0,10319.0,1766.0,8041.0,2025.0,8640.0,111.16812271434377,111.80556684274686,111.1875,111.8355211598746
29,,545.0745999999999,464.1212,463.8183,463.96975,476.7625,477.1529,476.9577,470.8626,470.9083,470.88545,71429.46,490.62,379731.0,448.2547,448.504,448.37935000000004,462.8013,466.6613,464.73130000000003,459.4953,460.1125,459.8039,468.4861,469.016,468.75105,466.9872,466.985,466.98609999999996,477.5431,478.4259,477.9845,472.453,471.1955,471.82425,480.8848,481.6617,481.27324999999996,472.5033,472.4598,472.48154999999997,480.4053,480.3711,480.3882,473.9817,476.1402,475.06095,479.9166,481.2971,480.60685,473.2539,473.9467,473.6003,459.6819,471.4784,465.58015,291.32140000000004,291.98159999999996,291.6515,113.4216,113.5771,113.49935,286.66700000000003,285.40319999999997,286.0351,114.9317,114.941,114.93635,276.0393,282.3542,279.19675,114.06700000000001,114.0952,114.0811,279.40459999999996,277.92719999999997,278.66589999999997,113.7652,113.9293,113.84725,111.51652709774328,111.33922929949537,111.94869922454822,9933.0,10292.0,1747.0,8038.0,2002.0,8640.0,111.16656485440848,111.8070657707188,111.18573813967194,111.83773696100579
30,,535.5518999999999,463.2809,463.0442,463.16255,476.2614,476.6698,476.4656,470.2122,470.3029,470.25755000000004,71875.21,480.45,369561.0,447.9216,448.1637,448.04265,462.2797,465.9542,464.11695,458.8032,459.384,459.09360000000004,467.5631,468.0894,467.82625,466.0825,466.0529,466.0677,476.4699,477.5175,476.9937,471.8499,470.6294,471.23965,479.9556,481.4231,480.68935,472.0339,471.9912,472.01255000000003,479.9828,479.9685,479.97565,473.5074,475.6674,474.5874,479.5153,480.6974,480.10635,472.7815,473.474,473.12775,459.4166,471.5819,465.49925,290.74490000000003,291.3419,291.0434,113.3769,113.5141,113.4455,286.09659999999997,284.84659999999997,285.47159999999997,114.8621,114.8667,114.8644,275.6893,281.8394,278.76435000000004,113.9814,114.0199,114.00065,278.9615,277.5134,278.23744999999997,113.6817,113.9481,113.8149,111.54037335915747,111.35489033759087,111.99788783406623,9784.0,10138.0,1765.0,7857.0,2023.0,8448.0,111.17099141941486,111.80078569213273,111.19068515009475,111.83145507130747
