,Unnamed: 0,RDS2,RDS2.1,RDS2.2,RDS2.3,RDS2.4,RDS2.5,RDS2.6,RDS2.7,RDS2.8,RDS2.9,RDS2.10,RDS2.11,RDS2.12,RDS2.13,RDS2.14,RDS2.15,RDS2.16,RDS2.17,RDS2.18,RDS2.19,RDS2.20,RDS2.21,RDS2.22,RDS2.23,RDS2.24,RDS2.25,RDS2.26,RDS2.27,RDS2.28,RDS2.29,RDS2.30,RDS2.31,RDS2.32,RDS2.33,RDS2.34,RDS2.35,RDS2.36,RDS2.37,RDS2.38,RDS2.39,RDS2.40,RDS2.41,RDS2.42,RDS2.43,RDS2.44,RDS2.45,RDS2.46,RDS2.47,RDS2.48,RDS2.49,RDS2.50,RDS2.51,RDS2.52,RDS2.53,RDS2.54,RDS2.55,RDS2.56,RDS2.57,RDS2.58,RDS2.59,RDS2.60,RDS2.61,RDS2.62,RDS2.63,RDS2.64,RDS2.65,RDS2.66,RDS2.67,RDS2.68,RDS2.69,RDS2.70,RDS2.71,RDS2.72,RDS2.73,RDS2.74,RDS2.75,RDS2.76,RDS2.77,RDS2.78,RDS2.79,RDS2.80,RDS2.81,RDS2.82,RDS2.83,RDS2.84,RDS2.85,RDS2.86,RDS2.87,RDS2.88,RDS2.89,RDS2.90,RDS2.91
54,,324.9089,427.8315,429.3508,428.59114999999997,466.5192,465.5178,466.0185,448.8564,448.9993,448.92785000000003,49171.24,357.72,246831.0,402.2028,403.8055,403.00415,422.1989,427.1255,424.6622,420.7646,422.5964,421.6805,435.0722,435.3841,435.22815,435.4795,436.8847,436.1821,450.3427,451.9066,451.12465,448.6705,447.8848,448.27765,463.0186,463.1754,463.097,460.1441,460.2529,460.19849999999997,467.6268,467.5353,467.58105,464.1124,465.4509,464.78165,470.4031,471.6124,471.00775,468.7697,467.6406,468.20515,457.0419,467.0608,462.05134999999996,225.0129,225.039,225.02595,111.9992,112.1491,112.07415,220.788,221.69650000000001,221.24225,112.5691,112.5663,112.5677,214.8142,220.4386,217.6264,112.2287,112.1764,112.20255,219.41899999999998,218.6149,219.01695,112.7355,112.3208,112.52815,112.14527931066301,111.75216247120467,113.30369721839496,6466.0,6745.0,864.0,3462.0,980.0,3713.0,111.11848937844218,111.52730133752951,111.15261678960309,111.54296050648176
55,,284.2776,388.4625,387.7786,388.12055,390.2294,389.5816,389.90549999999996,389.5768,388.8532,389.21500000000003,18246.29,469.04,358151.0,388.7774,388.6649,388.72114999999997,389.5131,393.5668,391.53995,387.7365,387.919,387.82775,388.239,388.4793,388.35915,387.0373,387.1449,387.0911,389.0817,388.7791,388.9304,387.7759,386.1863,386.98109999999997,388.9106,388.9734,388.942,388.3047,387.6647,387.9847,391.4232,391.309,391.3661,389.8116,390.5655,390.18854999999996,391.2205,391.0287,391.1246,391.7008,390.2588,390.9798,378.0494,379.9449,378.99715000000003,265.90610000000004,266.121,266.01355,112.1649,112.3555,112.2602,262.40729999999996,261.7031,262.0552,113.1373,113.1592,113.14825,254.4937,260.197,257.34535,112.845,112.6362,112.7406,258.79589999999996,257.25059999999996,258.02324999999996,112.7972,112.9177,112.85745,112.15500854726872,111.75855214975745,113.32509479215621,3886.0,4202.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0
56,,505.9209,464.1839,463.8411,464.0125,476.4835,476.6195,476.55150000000003,470.8694,470.7791,470.82425,57351.0,542.81,431921.0,454.0583,454.0435,454.05089999999996,463.2297,468.4942,465.86195,460.8816,461.6559,461.26874999999995,466.7977,467.4887,467.1432,464.865,465.3546,465.1098,472.2728,473.1336,472.70320000000004,470.9664,469.9016,470.43399999999997,480.326,480.0262,480.1761,472.9428,472.9119,472.92735,479.9166,480.0133,479.96495000000004,474.2727,475.454,474.86334999999997,479.7385,479.6706,479.70455,474.0116,474.1984,474.105,456.232,466.969,461.6005,289.8787,290.3809,290.1298,113.2631,113.4686,113.36585,285.2991,284.2383,284.7687,114.801,114.852,114.8265,274.56809999999996,281.3165,277.9423,114.0004,113.8173,113.90885,278.6397,276.8973,277.7685,113.6292,113.8131,113.72115,112.1768071741883,111.77286840339099,113.37071599120046,8945.0,9277.0,866.0,5877.0,982.0,6310.0,111.08546524790582,111.65270545619198,111.09502509273402,111.67630373118045
57,,541.3140000000001,469.8618,470.0264,469.94410000000005,482.9901,483.0679,483.029,476.9023,477.0267,476.96450000000004,69639.75,501.5,390611.0,456.8309,457.2011,457.01599999999996,468.1541,474.0717,471.1129,465.9932,467.1977,466.59545,473.4,474.266,473.83299999999997,471.4053,472.5248,471.96505,481.3703,483.0431,482.20669999999996,477.5398,476.6101,477.07495,488.1639,488.561,488.36244999999997,478.1003,478.17,478.13515,486.9016,486.9381,486.91985,480.3554,481.0085,480.68195000000003,486.9176,486.1408,486.5292,480.003,480.1448,480.0739,466.3536,477.5079,471.93075,290.6999,291.14570000000003,290.9228,113.2898,113.4723,113.38105,286.0695,284.9406,285.50505,114.7644,114.8249,114.79465,275.3656,282.0587,278.71215,113.9995,113.8009,113.9002,279.38149999999996,277.6368,278.50915,113.6502,113.8381,113.74415,112.20218737781971,111.78953685841793,113.4219925174631,10392.0,10783.0,2072.0,8126.0,2378.0,8745.0,111.19074020036962,111.77959342476413,111.21242503748125,111.80903298350825
58,,542.8154,470.0598,470.332,470.1959,483.0403,483.0441,483.0422,477.0223,477.1436,477.08295,70628.92,494.99,384101.0,456.6084,457.0971,456.85275,468.1445,474.2518,471.19815,465.9769,467.3456,466.66125,473.5655,474.7222,474.14385,471.7029,472.9149,472.3089,482.1242,483.9868,483.0555,477.5359,476.436,476.98595,487.8929,488.7753,488.33410000000003,478.1035,478.0077,478.0556,487.1458,486.917,487.03139999999996,480.355,481.0114,480.6832,487.0104,486.2113,486.61085,480.0711,480.1528,480.11195,466.4658,477.5325,471.99915,290.54409999999996,291.0295,290.78679999999997,113.3278,113.501,113.4144,285.899,284.76189999999997,285.33045,114.7964,114.9313,114.86385,275.16880000000003,281.7912,278.48,114.1098,113.8938,114.0018,278.994,277.2413,278.11765,113.7338,113.9315,113.83265,112.22714901737326,111.80593042138298,113.47329566343763,10230.0,10607.0,1981.0,8007.0,2275.0,8608.0,111.18480086965116,111.7803142603024,111.2061737804878,111.80954649390245
59,,543.5531,469.9944,470.2908,470.1426,483.0715,483.0379,483.0547,477.0079,477.118,477.06295,70840.26,497.09,386201.0,456.604,457.1048,456.8544,468.2365,474.1419,471.1892,465.9009,467.3117,466.6063,473.4587,474.7313,474.095,471.6459,472.8608,472.25334999999995,482.0677,484.0069,483.03729999999996,477.5344,476.3996,476.967,488.3833,488.7116,488.54745,478.101,477.9715,478.03625,487.1287,486.8534,486.99105,480.3538,481.0098,480.68179999999995,487.0286,486.2753,486.65195,480.0741,480.1499,480.11199999999997,466.371,477.7476,472.0593,290.82849999999996,291.2979,291.0632,113.3609,113.5283,113.4446,286.1608,285.00530000000003,285.58305,114.84,114.975,114.9075,275.304,281.96950000000004,278.63675,114.1526,113.9231,114.03785,279.13300000000004,277.4021,278.26755,113.7677,113.986,113.87685,112.25192040052777,111.82219903341078,113.52496956831409,10157.0,10527.0,1889.0,8062.0,2165.0,8655.0,111.17698586502091,111.79145928727851,111.19719662058371,111.82027649769586
60,,543.3047,469.9027,470.2854,470.09405,483.059,483.0541,483.05655,476.957,477.1241,477.04055,70655.91,497.86,386971.0,456.5982,457.0975,456.84785,468.2615,473.7405,471.001,465.8372,467.2727,466.55494999999996,473.3488,474.7754,474.0621,471.565,472.9027,472.23384999999996,481.9638,484.0279,482.99585,477.5351,476.4009,476.96799999999996,488.3522,488.988,488.6701,478.0962,477.9671,478.03165,487.1133,486.8051,486.9592,480.353,481.0098,480.6814,487.0296,486.3082,486.6689,480.0698,480.1512,480.1105,465.9112,478.14,472.0256,291.0204,291.5309,291.27565,113.3805,113.5591,113.4698,286.3896,285.2505,285.82005,114.83539999999999,114.9496,114.8925,274.89009999999996,282.2271,278.5586,114.1386,113.9132,114.02590000000001,279.4066,277.69849999999997,278.55255,113.76,113.9951,113.87755,112.27711510417014,111.83874566127395,113.5780186493064,10328.0,10705.0,1973.0,8050.0,2260.0,8643.0,111.18224527747871,111.77703826955074,111.20285067019067,111.80536152539173
61,,543.9458999999999,469.8303,470.2343,470.0323,483.0758,483.069,483.0724,476.9304,477.1097,477.02004999999997,70387.75,500.06,389171.0,456.6029,457.1026,456.85275,468.171,473.2803,470.72565,465.7769,467.2288,466.50284999999997,473.2531,474.7421,473.99760000000003,471.4644,472.8469,472.15565000000004,481.8806,483.9977,482.93915000000004,477.5316,476.3973,476.96445,488.6692,489.0665,488.86785,478.105,477.9719,478.03845,487.159,486.873,487.01599999999996,480.3554,481.0102,480.6828,487.0179,486.3134,486.66565,480.075,480.1406,480.1078,465.6707,478.2913,471.981,291.2457,291.7555,291.5006,113.3903,113.5666,113.47845,286.6204,285.4607,286.04055,114.8499,114.9584,114.90415,274.5686,282.42560000000003,278.4971,114.1565,113.9288,114.04265,279.5964,277.8804,278.7384,113.7755,114.0135,113.8945,112.30214808987331,111.85518608084044,113.6310542326016,10264.0,10637.0,2017.0,8063.0,2312.0,8656.0,111.18772776519255,111.78321678321679,111.20910127303819,111.81179935398062
62,,543.3397,469.6256,470.0079,469.81675,483.0718,483.0731,483.07245,476.8393,477.0128,476.92605000000003,69920.74,501.59,390701.0,456.6037,457.103,456.85335,468.088,472.347,470.2175,465.6049,467.0459,466.3254,472.9825,474.4557,473.7191,471.2023,472.5786,471.89045,481.4865,483.5875,482.537,477.5331,476.3994,476.96625,488.587,488.9428,488.7649,478.0992,477.9689,478.03405,487.1478,486.8655,487.00665000000004,480.355,481.0095,480.68225,486.9859,486.3015,486.64369999999997,480.0753,480.1567,480.116,465.6521,478.2684,471.96025,291.1624,291.6746,291.4185,113.3798,113.5634,113.4716,286.5491,285.38620000000003,285.96765,114.8444,114.9601,114.90225,274.5636,282.36,278.46180000000004,114.1554,113.9306,114.043,279.5195,277.8046,278.66205,113.7788,114.0277,113.90325,112.32721437044633,111.87164836682096,113.68383234950433,10275.0,10651.0,2016.0,7976.0,2312.0,8564.0,111.18742621015349,111.77380952380952,111.20882352941176,111.80199240986717
63,,543.3742,469.3876,469.7306,469.5591,483.1068,483.0882,483.09749999999997,476.7526,476.8968,476.8247,69433.89,501.99,391101.0,456.5948,457.0968,456.8458,467.9384,471.8864,469.9124,465.404,466.823,466.1135,472.6516,474.0568,473.3542,470.9085,472.2189,471.56370000000004,481.0515,483.0759,482.0637,477.5336,476.3997,476.96664999999996,489.2056,489.0631,489.13435000000004,478.1013,477.9671,478.0342,487.1983,486.8521,487.02520000000004,480.3569,481.0101,480.6835,486.9915,486.3051,486.64829999999995,480.0733,480.144,480.10865,465.843,478.0147,471.92885,291.1536,291.6662,291.4099,113.3787,113.5605,113.4696,286.5419,285.3852,285.96355,114.8603,114.9784,114.91935,274.3268,282.3478,278.3373,114.1668,113.9429,114.05485,279.4674,277.7557,278.61154999999997,113.7816,114.0412,113.9114,112.35251133690318,111.88826215581288,113.73706822806606,10366.0,10748.0,2014.0,8064.0,2310.0,8655.0,111.18556801560214,111.7755241345685,111.20673122120898,111.80323399454734
64,,542.8118,469.1992,469.4634,469.3313,483.2202,483.2064,483.2133,476.7462,476.8313,476.78875,69824.66,495.99,385101.0,456.6063,457.1032,456.85474999999997,467.8542,472.0356,469.94489999999996,465.2571,466.6154,465.93625,472.3716,473.687,473.02930000000003,470.6581,471.8928,471.27545,480.7025,482.5555,481.629,477.5318,476.3969,476.96434999999997,489.0036,489.1247,489.06415000000004,478.1881,477.968,478.07805,487.3288,486.9049,487.11685,480.3554,481.4498,480.9026,486.9935,486.7503,486.8719,480.4184,480.1703,480.29435,466.3052,477.6459,471.97555,290.798,291.3345,291.06624999999997,113.3561,113.536,113.44605,286.2025,285.0403,285.6214,114.8559,114.9723,114.9141,274.3811,282.00530000000003,278.1932,114.1592,113.9361,114.04765,279.1279,277.3917,278.2598,113.7631,114.0193,113.8912,112.37754907901633,111.90470569915281,113.78937328214877,10263.0,10639.0,2016.0,7987.0,2311.0,8569.0,111.18764775413712,111.77580772261624,111.20896656534954,111.80338145896657
65,,544.9458,468.8184,469.1075,468.96295,483.3439,483.2992,483.32155,476.6568,476.7108,476.6838,69560.98,495.45,384561.0,456.6064,457.1075,456.85695,467.6782,471.6674,469.6728,464.9688,466.3449,465.65684999999996,471.8891,473.2239,472.5565,470.2083,471.4388,470.82355,480.0455,481.9375,480.9915,477.5325,476.397,476.96475,489.2726,489.2292,489.2509,478.3023,477.9696,478.13595,487.5255,486.8905,487.20799999999997,480.3556,481.83,481.0928,486.9715,487.1837,487.07759999999996,480.6904,480.1494,480.4199,466.7241,477.5897,472.1569,290.8796,291.4069,291.14325,113.3647,113.5464,113.45555,286.2665,285.1193,285.6929,114.862,114.9779,114.91995,274.5145,282.079,278.29675,114.1524,113.9346,114.0435,279.1993,277.4836,278.34145,113.7608,114.0253,113.89305,112.40274616086369,111.92125388890268,113.84185085645682,10324.0,10706.0,2016.0,8058.0,2311.0,8646.0,111.18652697542348,111.77812591794772,111.20764511562058,111.80556866446437
66,,544.7651000000001,469.3618,469.682,469.5219,483.9679,483.9496,483.95875,477.2422,477.3262,477.2842,69825.31,501.18,390291.0,457.1891,457.6915,457.4403,468.0819,471.4485,469.76520000000005,465.5594,466.9372,466.2483,472.4644,473.8329,473.14865,470.7617,472.0034,471.38255000000004,480.5321,482.4583,481.4952,478.1555,477.0124,477.58395,489.7386,489.9609,489.84975,478.9109,478.5835,478.7472,488.1709,487.5733,487.87210000000005,480.9836,482.4569,481.72025,487.6028,487.8511,487.72695,481.3153,480.777,481.04615,467.3656,478.3814,472.8735,291.4253,291.9474,291.68635,113.3776,113.5552,113.4664,286.8145,285.6481,286.23130000000003,114.8566,114.9575,114.90705,274.7492,282.6608,278.705,114.1375,113.9266,114.03205,279.80539999999996,278.06039999999996,278.9329,113.7526,114.0081,113.88034999999999,112.42808593501032,111.93789579185548,113.89447394711128,10382.0,10766.0,2015.0,8136.0,2311.0,8731.0,111.1853763022101,111.78132606367443,111.20647583294227,111.80900985452838
67,,544.3564,469.8206,470.1703,469.99545,484.3918,484.3495,484.37064999999996,477.6778,477.768,477.7229,70151.86,503.79,392901.0,457.5757,458.0762,457.82595,468.2834,471.5073,469.89535,466.0255,467.4229,466.7242,472.9539,474.3797,473.66679999999997,471.2393,472.5324,471.88585,481.0786,483.055,482.0668,478.5602,477.4001,477.98015,490.4395,490.2469,490.3432,479.3019,478.9853,479.1436,488.606,488.0,488.303,481.3805,482.8565,482.1185,487.9832,488.2521,488.11765,481.7172,481.1799,481.44854999999995,467.6208,479.0592,473.34,290.7586,291.25239999999997,291.0055,113.3645,113.5419,113.4532,286.1341,284.996,285.56505,114.8294,114.9232,114.8763,274.42949999999996,281.9904,278.20995,114.1165,113.9091,114.0128,279.2163,277.45820000000003,278.33725,113.7499,113.9933,113.8716,112.45321404891301,111.9543986868906,113.94653616614494,10297.0,10677.0,2004.0,8039.0,2298.0,8630.0,111.18584331435304,111.77832318869036,111.20698466780239,111.80626537951922
68,,544.0094,469.8987,470.1768,470.03775,484.4059,484.366,484.38595,477.7171,477.7772,477.74715000000003,70306.23,503.9,393011.0,457.5821,458.0814,457.83175,468.5467,472.4383,470.4925,466.107,467.4437,466.77535,473.0449,474.4097,473.7273,471.3348,472.5505,471.94264999999996,481.1821,482.997,482.08955000000003,478.5606,477.4002,477.98040000000003,490.8147,490.4096,490.61215000000004,479.3018,478.9807,479.14125,488.5918,488.0107,488.30125,481.3798,482.8542,482.11699999999996,487.9726,488.288,488.13030000000003,481.7142,481.1752,481.4447,467.6393,478.8015,473.2204,291.24649999999997,291.7495,291.498,113.3607,113.5397,113.4502,286.6639,285.4968,286.08035,114.8192,114.9152,114.8672,274.9214,282.53499999999997,278.7282,114.1195,113.9105,114.015,279.74170000000004,277.962,278.85185,113.7607,113.981,113.87085,112.4787036499739,111.97113898870647,113.9992475124595,10442.0,10829.0,2058.0,8080.0,2361.0,8679.0,111.18846191075404,111.7713677281967,111.20992722522858,111.79940287367046
69,,544.5612,470.403,470.6602,470.5316,484.7245,484.6972,484.71085,478.1137,478.1723,478.14300000000003,70709.36,505.62,394731.0,457.8544,458.3535,458.10395,469.2132,473.3389,471.27605,466.562,467.8877,467.22485,473.6135,475.0366,474.32505000000003,471.8787,473.1019,472.4903,481.8511,483.6529,482.75199999999995,478.852,477.6855,478.26874999999995,491.286,491.033,491.1595,479.582,479.2654,479.4237,488.8992,488.3092,488.6042,481.6683,483.1433,482.4058,488.2852,488.6359,488.46055,482.0037,481.4666,481.73515,467.6518,479.267,473.45939999999996,291.09929999999997,291.6,291.34965,113.386,113.5684,113.4772,286.50649999999996,285.3298,285.91814999999997,114.8431,114.9446,114.89385,274.2079,282.32550000000003,278.2667,114.1486,113.9518,114.0502,279.539,277.75,278.6445,113.7801,114.0215,113.9008,112.27699619392074,111.83866756693817,114.05260620285999,10278.0,10655.0,2007.0,7991.0,2303.0,8581.0,111.1864856889938,111.77505655552277,111.20789074355083,111.8033004552352
70,,544.2149999999999,471.321,471.643,471.48199999999997,485.4731,485.3969,485.435,478.935,478.9998,478.9674,71321.66,511.75,400861.0,458.565,459.0653,458.81515,470.1368,473.3544,471.74559999999997,467.4655,468.849,468.15725,474.5976,476.0887,475.34315000000004,472.8415,474.1439,473.4927,482.9811,484.927,483.95405000000005,479.5869,478.4016,478.99424999999997,492.0788,491.3749,491.72685,480.3048,479.9941,480.14945,489.6609,489.0885,489.3747,482.4044,483.8806,483.14250000000004,489.0242,489.3705,489.19735000000003,482.7405,482.2008,482.47065,468.3361,480.1252,474.23064999999997,291.03639999999996,291.52909999999997,291.28274999999996,113.3927,113.5758,113.48425,286.4296,285.2709,285.85025,114.8175,114.9095,114.8635,274.3808,282.284,278.3324,114.1336,113.9538,114.0437,279.4892,277.7481,278.61865,113.7619,114.0133,113.8876,112.30238591037211,111.855342269512,114.10675199354411,10413.0,10787.0,2042.0,8010.0,2343.0,8601.0,111.18743933216851,111.76674432149098,111.20906706631698,111.7952416635444
71,,545.3776,471.2112,471.5545,471.38285,485.4278,485.41,485.4189,478.867,478.9684,478.91769999999997,72041.17,505.3,394411.0,458.5548,459.0555,458.80515,470.1248,473.1812,471.653,467.3976,468.7996,468.09860000000003,474.4578,475.9377,475.19775000000004,472.7338,474.0247,473.37924999999996,482.7886,484.7311,483.75985000000003,479.5755,478.3935,478.9845,491.5193,491.5214,491.52035,480.2939,479.9901,480.142,489.69,489.1107,489.40035,482.4042,483.8796,483.14189999999996,489.0192,489.3631,489.19115,482.7374,482.1992,482.4683,468.5726,479.9783,474.27545,291.6317,292.08709999999996,291.8594,113.3828,113.5635,113.47315,287.0199,285.8365,286.4282,114.7873,114.875,114.83115,275.0262,282.902,278.9641,114.1112,113.9071,114.00915,280.1017,278.3632,279.23245,113.7495,114.0001,113.8748,112.32779703066838,111.87203102906625,114.16245614532922,10422.0,10796.0,2003.0,8049.0,2297.0,8641.0,111.18349335660945,111.76985743380855,111.2045858680393,111.79831539541414
72,,541.5083,470.2105,470.5654,470.38795000000005,485.2442,485.3343,485.28925,478.3398,478.4949,478.41735,69056.54,501.26,390371.0,458.5647,459.0632,458.81395,469.4769,471.727,470.60195,466.7593,468.1398,467.44955,473.0845,474.6577,473.87109999999996,471.5224,472.8341,472.17825,480.6455,482.589,481.61725,479.1117,478.3918,478.75175,490.7047,491.1745,490.93960000000004,480.2918,479.993,480.1424,489.6166,488.9703,489.29345,482.4046,483.8814,483.14300000000003,488.9242,489.2113,489.06775,482.7402,482.2036,482.4719,468.2961,480.3694,474.33275000000003,290.663,291.0924,290.8777,113.2753,113.4517,113.3635,286.15160000000003,284.9672,285.5594,114.6374,114.7148,114.6761,273.8748,282.17560000000003,278.0252,113.974,113.7673,113.87065,279.5499,277.8123,278.6811,113.6465,113.871,113.75875,112.35306070225539,111.88862295164414,114.21450179144396,10344.0,10734.0,2033.0,8023.0,2331.0,8623.0,111.18782370761262,111.77318479429297,111.2089805139791,111.80128024098654
73,,543.9168999999999,470.1722,470.5223,470.34725,485.2638,485.3504,485.3071,478.3318,478.4833,478.40755,69086.77,503.59,392701.0,458.5621,459.0611,458.8116,469.2697,471.4249,470.3473,466.7373,468.1007,467.419,473.065,474.6481,473.85654999999997,471.4869,472.7841,472.1355,480.5842,482.5024,481.54330000000004,479.1269,478.4034,478.76514999999995,490.8392,491.2821,491.06065,480.3126,479.9936,480.1531,489.6705,489.0317,489.3511,482.4046,483.8808,483.1427,488.9302,489.217,489.0736,482.7396,482.2026,482.4711,468.2524,480.3693,474.31085,290.3518,290.8017,290.57675,113.2926,113.4644,113.3785,285.8278,284.658,285.24289999999996,114.6244,114.7094,114.6669,273.5331,281.8728,277.70295,113.9626,113.7573,113.85995,279.2818,277.525,278.40340000000003,113.6429,113.8696,113.75625,112.3781864379531,111.90512428479255,114.26295619081648,10266.0,10676.0,2043.0,7981.0,2343.0,8588.0,111.19025110782866,111.77498769079271,111.21126360624704,111.80236630383341
74,,545.1524999999999,470.5013,470.8392,470.67025,485.4151,485.3749,485.395,478.5451,478.6369,478.591,70539.45,503.32,392431.0,458.563,459.0638,458.8134,469.3417,471.8966,470.61915,466.9424,468.3105,467.62645,473.5431,475.0766,474.30985,471.9162,473.1513,472.53375,481.2848,483.2187,482.25175,479.5797,478.3996,478.98965,491.3834,491.3187,491.35105,480.3021,479.9964,480.14925,489.7167,489.1063,489.4115,482.4052,483.8801,483.14265,488.9832,489.2821,489.13265,482.7372,482.2001,482.46865,468.6148,480.3207,474.46775,290.88030000000003,291.3209,291.1006,113.3488,113.5143,113.43155,286.2826,285.127,285.7048,114.6799,114.7675,114.7237,273.7721,282.3202,278.04615,113.998,113.8043,113.90115,279.6422,277.8596,278.7509,113.6706,113.8926,113.7816,112.40356188517455,111.92178961604607,114.31144326795581,10366.0,10781.0,2067.0,7994.0,2399.0,8602.0,111.19073622623111,111.76869819600195,111.21443298969072,111.79578256794751
75,,542.9801,470.415,470.7199,470.56745,485.4391,485.4248,485.43195000000003,478.5188,478.6114,478.56510000000003,70557.05,505.17,394281.0,458.5559,459.0575,458.8067,469.1296,472.4178,470.77369999999996,466.8734,468.2072,467.5403,473.4525,474.9782,474.21535,471.8,473.021,472.4105,481.1114,482.9732,482.0423,479.5299,478.4,478.96495,491.6958,491.598,491.6469,480.3013,479.9938,480.14755,489.7322,489.1423,489.43724999999995,482.4036,483.8789,483.14125,489.0191,489.3279,489.1735,482.7393,482.2023,482.4708,468.4638,480.2914,474.37760000000003,291.21770000000004,291.6758,291.44675,113.369,113.5383,113.45365,286.6028,285.4477,286.02525,114.7218,114.8139,114.76785,273.8148,282.5807,278.19775,114.0333,113.8366,113.93495,279.8775,278.1187,278.9981,113.6963,113.938,113.81715,112.42884220419648,111.93839247183098,114.35922392601745,10335.0,10741.0,2057.0,8047.0,2355.0,8644.0,111.19033646322379,111.77621283255085,111.21110065851364,111.80272812793979
76,,543.3430000000001,470.3483,470.6566,470.50245,485.4052,485.4096,485.4074,478.4737,478.5753,478.5245,70219.91,504.0,393111.0,458.5582,459.0582,458.8082,469.0578,471.9009,470.47934999999995,466.8289,468.1602,467.49455,473.3633,474.8994,474.13135,471.72,472.944,472.332,480.9996,482.854,481.92679999999996,479.4986,478.3995,478.94905,491.3943,491.5876,491.49095,480.2997,479.9952,480.14745,489.7383,489.1322,489.43525,482.4044,483.8803,483.14234999999996,489.0,489.3106,489.1553,482.7385,482.1936,482.46605,468.6054,480.3551,474.48024999999996,290.9012,291.3578,291.1295,113.3624,113.533,113.4477,286.3087,285.1451,285.7269,114.6949,114.8072,114.75105,273.8114,282.27819999999997,278.0448,114.0368,113.8321,113.93445,279.5858,277.8252,278.70550000000003,113.69669999999999,113.9392,113.81795,112.45367304247569,111.95470013102668,114.40677686588516,10163.0,10552.0,2029.0,7944.0,2322.0,8532.0,111.1908077994429,111.7792479108635,111.21176132554353,111.80653194138492
77,,542.191,470.2856,470.5638,470.42470000000003,485.3789,485.4703,485.4246,478.4368,478.5674,478.50210000000004,69928.73,502.12,391231.0,458.5551,459.0564,458.80575,468.9619,471.7392,470.35055,466.7747,468.0881,467.4314,473.3066,474.8477,474.07714999999996,471.5623,472.8487,472.20550000000003,480.8588,482.6503,481.75455,479.3611,478.3991,478.88009999999997,491.3775,491.9278,491.65265,480.3017,479.9912,480.14644999999996,489.7556,489.1889,489.47225000000003,482.4037,483.8812,483.14245,489.0092,489.2629,489.13605,482.7361,482.2047,482.47040000000004,468.2553,480.0428,474.14905,291.096,291.5691,291.33254999999997,113.376,113.5468,113.4614,286.5009,285.2953,285.8981,114.734,114.8398,114.7869,274.7072,282.3828,278.545,114.0759,113.8614,113.96865,279.644,277.87760000000003,278.7608,113.7269,113.9647,113.8458,112.47848247691,111.97099373324193,114.45438641029133,10160.0,10543.0,2019.0,7861.0,2310.0,8444.0,111.18986963877002,111.77122101701661,111.21079371165644,111.79879217791411
78,,541.4684,470.4503,470.5844,470.51735,485.6001,485.6502,485.62514999999996,478.6401,478.6668,478.65345,69832.41,502.51,391621.0,458.7388,459.2379,458.98835,469.1977,473.5653,471.38149999999996,466.9707,468.179,467.57484999999997,473.5042,474.7584,474.1313,471.7094,472.8271,472.26824999999997,481.0121,482.412,481.71205,479.5293,478.6196,479.07444999999996,491.2791,491.7693,491.5242,480.554,480.0442,480.29909999999995,489.9993,489.2084,489.60384999999997,482.6245,484.2534,483.43895,489.2031,489.6454,489.42425000000003,483.0137,482.4943,482.754,469.0453,479.0652,474.05525,291.03110000000004,291.4633,291.2472,113.3951,113.5619,113.4785,286.3895,285.1787,285.78409999999997,114.7534,114.8702,114.8118,275.01980000000003,282.2681,278.64395,114.0891,113.8807,113.9849,279.4842,277.70709999999997,278.59565,113.7475,113.9837,113.8656,112.50348930235832,111.98741697205456,114.50298071622878,10245.0,10626.0,2017.0,7956.0,2310.0,8541.0,111.1880797315966,111.77412670219064,111.20912981455064,111.80171184022825
79,,544.3724,470.8599,471.0872,470.97355,486.0634,486.0294,486.0464,479.0795,479.0875,479.08349999999996,70192.76,508.55,397661.0,459.0525,459.5526,459.30255,469.6451,474.6967,472.1709,467.3819,468.6563,468.0191,473.9427,475.3,474.62135,472.2081,473.3643,472.7862,481.4953,483.1744,482.33484999999996,479.9307,478.9992,479.46495,491.8928,492.0706,491.98170000000005,481.0051,480.0968,480.55095,490.5373,489.0912,489.81425,482.9997,484.9036,483.95165,489.5773,490.3634,489.97035,483.5048,483.0013,483.25305000000003,469.6866,480.3395,475.01305,291.4456,291.8557,291.65065000000004,113.3876,113.554,113.4708,286.7884,285.59590000000003,286.19214999999997,114.7164,114.8316,114.774,275.3423,282.7278,279.03505,114.0425,113.8551,113.9488,279.9901,278.209,279.09955,113.722,113.9418,113.8319,112.52817507013326,112.00362935616062,114.5515305808747,10115.0,10491.0,2016.0,7812.0,2309.0,8395.0,111.19042383046781,111.76979208316673,111.21175337186898,111.7980732177264
